valid_time,dswrf,vbdsf,vddsf
2022-01-15 09:00:00,0.0,0.0,0.0
2022-01-16 04:00:00,0.0,0.0,0.0
2022-01-16 05:00:00,0.0,0.0,0.0
2022-01-15 14:00:00,0.0,0.0,0.0
2022-01-15 15:00:00,85.69999694824219,682.0,24.600000381469727
2022-01-15 17:00:00,447.20001220703125,1036.0,59.79999923706055
2022-01-15 16:00:00,282.20001220703125,943.0,48.29999923706055
2022-01-15 18:00:00,560.9000244140625,1079.0,65.19999694824219
2022-01-15 19:00:00,612.4000244140625,1095.0,67.4000015258789
2022-01-15 20:00:00,595.5,1086.0,66.69999694824219
2022-01-15 21:00:00,515.4000244140625,1059.0,62.5
2022-01-16 01:00:00,0.0,0.0,0.0
2022-01-16 22:00:00,340.29998779296875,480.0,183.10000610351562
2022-01-16 23:00:00,191.39999389648438,800.0,42.900001525878906
2022-01-17 01:00:00,0.0,0.0,0.0
2022-01-16 09:00:00,0.0,0.0,0.0
2022-01-16 10:00:00,0.0,0.0,0.0
2022-01-16 08:00:00,0.0,0.0,0.0
2022-01-16 06:00:00,0.0,0.0,0.0
2022-01-16 13:00:00,0.0,0.0,0.0
2022-01-16 07:00:00,0.0,0.0,0.0
2022-01-16 12:00:00,0.0,0.0,0.0
2022-01-16 11:00:00,0.0,0.0,0.0
2022-01-17 03:00:00,0.0,0.0,0.0
2022-01-17 04:00:00,0.0,0.0,0.0
2022-01-16 14:00:00,0.0,0.0,0.0
2022-01-16 15:00:00,84.0999984741211,652.0,24.799999237060547
2022-01-16 16:00:00,278.29998779296875,919.0,49.0
2022-01-16 17:00:00,442.29998779296875,1015.0,60.70000076293945
2022-01-16 18:00:00,554.0999755859375,1055.0,67.30000305175781
2022-01-16 19:00:00,602.4000244140625,1067.0,68.5
2022-01-16 20:00:00,586.2000122070312,1058.0,67.5
2022-01-16 21:00:00,506.20001220703125,1028.0,63.29999923706055
2022-01-17 00:00:00,8.899999618530273,20.0,8.5
2022-01-17 02:00:00,0.0,0.0,0.0
2022-01-17 05:00:00,0.0,0.0,0.0
2022-01-17 23:00:00,195.10000610351562,720.0,58.099998474121094
2022-01-18 01:00:00,0.0,0.0,0.0
2022-01-18 03:00:00,0.0,0.0,0.0
2022-01-18 02:00:00,0.0,0.0,0.0
2022-01-17 10:00:00,0.0,0.0,0.0
2022-01-17 07:00:00,0.0,0.0,0.0
2022-01-17 09:00:00,0.0,0.0,0.0
2022-01-17 06:00:00,0.0,0.0,0.0
2022-01-17 08:00:00,0.0,0.0,0.0
2022-01-17 12:00:00,0.0,0.0,0.0
2022-01-17 11:00:00,0.0,0.0,0.0
2022-01-17 13:00:00,0.0,0.0,0.0
2022-01-18 04:00:00,0.0,0.0,0.0
2022-01-17 14:00:00,0.0,0.0,0.0
2022-01-18 05:00:00,0.0,0.0,0.0
2022-01-17 15:00:00,83.30000305175781,633.7000122070312,24.899999618530273
2022-01-17 16:00:00,276.6000061035156,908.0,48.5
2022-01-17 17:00:00,440.1000061035156,1006.0,59.79999923706055
2022-01-17 18:00:00,551.2999877929688,993.0,90.69999694824219
2022-01-17 19:00:00,604.2999877929688,1067.0,67.4000015258789
2022-01-17 20:00:00,590.9000244140625,1064.0,66.5
2022-01-17 21:00:00,510.0,962.0,92.19999694824219
2022-01-17 22:00:00,378.5,980.0,55.0
2022-01-18 00:00:00,12.5,220.0,8.0
2022-01-19 01:00:00,0.0,0.0,0.0
2022-01-19 04:00:00,0.0,0.0,0.0
2022-01-18 08:00:00,0.0,0.0,0.0
2022-01-18 07:00:00,0.0,0.0,0.0
2022-01-18 10:00:00,0.0,0.0,0.0
2022-01-18 13:00:00,0.0,0.0,0.0
2022-01-18 06:00:00,0.0,0.0,0.0
2022-01-18 11:00:00,0.0,0.0,0.0
2022-01-18 12:00:00,0.0,0.0,0.0
2022-01-18 09:00:00,0.0,0.0,0.0
2022-01-18 14:00:00,0.0,0.0,0.0
2022-01-18 15:00:00,87.80000305175781,660.7000122070312,25.899999618530273
2022-01-18 16:00:00,284.1000061035156,921.0,51.099998474121094
2022-01-19 05:00:00,0.0,0.0,0.0
2022-01-18 17:00:00,449.8999938964844,1022.0,61.0
2022-01-18 18:00:00,561.9000244140625,872.0,155.10000610351562
2022-01-18 19:00:00,596.7000122070312,777.0,203.10000610351562
2022-01-18 20:00:00,570.7000122070312,688.0,229.1999969482422
2022-01-18 21:00:00,457.20001220703125,230.0,356.5
2022-01-18 22:00:00,315.70001220703125,185.0,253.89999389648438
2022-01-18 23:00:00,128.0,0.0,127.9000015258789
2022-01-19 00:00:00,8.899999618530273,0.0,8.899999618530273
2022-01-19 02:00:00,0.0,0.0,0.0
2022-01-19 03:00:00,0.0,0.0,0.0
2022-01-19 22:00:00,382.8999938964844,970.0,56.0
2022-01-19 23:00:00,204.3000030517578,824.0,42.400001525878906
2022-01-20 01:00:00,0.0,0.0,0.0
2022-01-20 04:00:00,0.0,0.0,0.0
2022-01-19 06:00:00,0.0,0.0,0.0
2022-01-19 08:00:00,0.0,0.0,0.0
2022-01-19 10:00:00,0.0,0.0,0.0
2022-01-19 09:00:00,0.0,0.0,0.0
2022-01-19 07:00:00,0.0,0.0,0.0
2022-01-19 12:00:00,0.0,0.0,0.0
2022-01-19 13:00:00,0.0,0.0,0.0
2022-01-19 11:00:00,0.0,0.0,0.0
2022-01-19 14:00:00,0.0,0.0,0.0
2022-01-20 03:00:00,0.0,0.0,0.0
2022-01-19 15:00:00,64.80000305175781,3.799999952316284,64.5
2022-01-20 05:00:00,0.0,0.0,0.0
2022-01-19 16:00:00,253.89999389648438,370.0,159.5
2022-01-19 17:00:00,441.8999938964844,953.0,77.0999984741211
2022-01-19 18:00:00,543.5,777.0,179.10000610351562
2022-01-19 19:00:00,588.4000244140625,728.0,217.5
2022-01-19 20:00:00,596.7000122070312,1063.0,65.5
2022-01-19 21:00:00,517.2000122070312,1028.0,63.900001525878906
2022-01-20 00:00:00,17.399999618530273,300.0,10.5
2022-01-20 02:00:00,0.0,0.0,0.0
2022-01-20 22:00:00,391.29998779296875,985.0,55.20000076293945
2022-01-20 23:00:00,209.60000610351562,836.0,42.400001525878906
2022-01-21 00:00:00,20.299999237060547,290.0,11.5
2022-01-21 02:00:00,0.0,0.0,0.0
2022-01-21 03:00:00,0.0,0.0,0.0
2022-01-21 05:00:00,0.0,0.0,0.0
2022-01-20 11:00:00,0.0,0.0,0.0
2022-01-20 13:00:00,0.0,0.0,0.0
2022-01-20 12:00:00,0.0,0.0,0.0
2022-01-20 08:00:00,0.0,0.0,0.0
2022-01-20 06:00:00,0.0,0.0,0.0
2022-01-20 07:00:00,0.0,0.0,0.0
2022-01-20 10:00:00,0.0,0.0,0.0
2022-01-20 09:00:00,0.0,0.0,0.0
2022-01-21 04:00:00,0.0,0.0,0.0
2022-01-20 14:00:00,0.0,0.0,0.0
2022-01-20 15:00:00,91.0999984741211,670.7000122070312,26.200000762939453
2022-01-20 16:00:00,289.70001220703125,936.0,49.0
2022-01-20 17:00:00,458.1000061035156,1033.0,60.20000076293945
2022-01-20 18:00:00,573.7999877929688,1074.0,66.5
2022-01-20 19:00:00,625.7999877929688,1088.0,68.30000305175781
2022-01-20 20:00:00,610.0999755859375,1081.0,66.69999694824219
2022-01-20 21:00:00,530.5,1050.0,62.70000076293945
2022-01-21 01:00:00,0.0,0.0,0.0
2022-01-21 22:00:00,269.79998779296875,1.0,269.3999938964844
2022-01-22 00:00:00,16.200000762939453,0.0,16.200000762939453
2022-01-22 01:00:00,0.0,0.0,0.0
2022-01-22 02:00:00,0.0,0.0,0.0
2022-01-21 08:00:00,0.0,0.0,0.0
2022-01-21 13:00:00,0.0,0.0,0.0
2022-01-21 09:00:00,0.0,0.0,0.0
2022-01-21 11:00:00,0.0,0.0,0.0
2022-01-21 10:00:00,0.0,0.0,0.0
2022-01-21 07:00:00,0.0,0.0,0.0
2022-01-21 12:00:00,0.0,0.0,0.0
2022-01-21 06:00:00,0.0,0.0,0.0
2022-01-22 05:00:00,0.0,0.0,0.0
2022-01-21 14:00:00,0.0,0.0,0.0
2022-01-22 04:00:00,0.0,0.0,0.0
2022-01-21 15:00:00,43.0,0.0,43.0
2022-01-21 16:00:00,252.0,441.0,137.6999969482422
2022-01-21 17:00:00,260.6000061035156,0.0,260.6000061035156
2022-01-21 18:00:00,443.70001220703125,22.0,433.29998779296875
2022-01-21 19:00:00,409.20001220703125,0.0,409.1000061035156
2022-01-21 20:00:00,407.70001220703125,0.0,407.6000061035156
2022-01-21 21:00:00,400.6000061035156,7.0,397.3999938964844
